"forces_open";"lts_open";"num_ltsteps_open";"sem_open";"forces_closed";"lts_closed";"num_ltsteps_closed";"sem_closed"
"1";7.75278226891533;343.869143631235;35;52.6166259813074;2.82674168935046;3.34791199128733;18;0.664492980965299
"2";5.40965453721583;3.74497969300563;8;1.29874252296067;4.75226213550195;3.32079105514104;44;0.474427280916338
"3";6.88239909010008;44.2232732933272;38;6.86333442921918;5.32064312603325;2.7863067520657;16;0.744564108863966
"4";7.19446650100872;95.4797204215152;8;22.7535512167044;5.41311155119911;2.04540722041378;23;0.408168453804018
"5";7.17752012424171;108.656413146099;19;28.3442649939771;3.88362564053386;4.61981015352292;21;0.864276998652732
"6";3.38186901202425;0.0578002383117231;15;0.0109680287743593;7.03424301603809;1.70242925220022;5;0.679245102932161
"7";7.66771230800077;358.24639027109;50;44.5685658239615;3.58529377728701;2.86064913505703;25;0.445884624526202
"8";2.97465004492551;0.0343767761997052;41;0.00521468548804021;4.96957388566807;2.72413635859513;28;0.69680472646186
"9";7.42715249583125;224.446792147461;44;30.6991094789569;6.48544686473906;2.40339026877898;35;0.481868319485846
"10";2.86921463953331;0.0244223640900208;27;0.00469961817634051;3.88778468081728;3.45269862867874;50;0.508904175211597
"11";7.83728619432077;456.127936088212;12;165.52067119916;4.35591104626656;2.48936408787487;33;0.412780202808474
"12";5.65961706638336;7.09307434270659;14;1.36732953806975;5.78478959202766;2.69382033607447;42;0.41515171709909
